SR NO,GROUP,SYMBOL,DESCRIPTION,LP,DIGITS,Benchmark,Core Spread,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P59,P60,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103
1172,Treasuries,EUROBTP_SEP23, Euro BTP - Sep  2023 Expiry : 06th Sep 2023 at 15:15 GMT,CMC,3,0.018,0.018,0.046,0.096,0.146,0.246,0.346,0.446,0.646,0.946,1.346,0.246,1.346,0.946,0.046,0.346,0.246,2.692,0.246,0.146,0.246,0.446,0.446,0.246,1.346,1.346,0.346,0.246,0.346,0.946,0.446,0.346,0.946,0.046,0.246,0.546,0.346,0.346,0.946,0.246,0.646,0.646,0.146,0.246,0.446,0.146,0.246,0.646,0.446,0.046,0.946,0.096,1.346,0.446,0.346,0.146,0.146,0.346,0.446,0.246,0.346,0.446,0.346,0.346,0.246,0.346,1.346,0.446,0.146,0.446,0.346,0.046,1.346,0.546,0.346,0.446,1.346,0.046,0.246,0.246,0.246,0.246,0.246,0.346,0.246,0.346,0.646,0.446,1.346,0.146,0.146,0.346,0.246,0.446,0.346,0.246,0.246
1173,Treasuries,EUROBUND, Euro Bund -Cash,CMC,3,0.014,0.014,0.038,0.088,0.138,0.238,0.338,0.438,0.638,0.938,1.338,0.238,1.338,0.938,0.038,0.338,0.238,2.676,0.238,0.138,0.238,0.438,0.438,0.238,1.338,1.338,0.338,0.238,0.338,0.938,0.438,0.338,0.938,0.038,0.238,0.538,0.338,0.338,0.938,0.238,0.638,0.638,0.138,0.238,0.438,0.138,0.238,0.638,0.438,0.038,0.938,0.088,1.338,0.438,0.338,0.138,0.138,0.338,0.438,0.238,0.338,0.438,0.338,0.338,0.238,0.338,1.338,0.438,0.138,0.438,0.338,0.038,1.338,0.538,0.338,0.438,1.338,0.038,0.238,0.238,0.238,0.238,0.238,0.338,0.238,0.338,0.638,0.438,1.338,0.138,0.138,0.338,0.238,0.438,0.338,0.238,0.238
1174,Treasuries,EUROBUND_SEP23, Euro Bund - Sep  2023 Expiry : 6th Sep 2023 at 15:15 GMT,CMC,3,0.014,0.014,0.038,0.088,0.138,0.238,0.338,0.438,0.638,0.938,1.338,0.238,1.338,0.938,0.038,0.338,0.238,2.676,0.238,0.138,0.238,0.438,0.438,0.238,1.338,1.338,0.338,0.238,0.338,0.938,0.438,0.338,0.938,0.038,0.238,0.538,0.338,0.338,0.938,0.238,0.638,0.638,0.138,0.238,0.438,0.138,0.238,0.638,0.438,0.038,0.938,0.088,1.338,0.438,0.338,0.138,0.138,0.338,0.438,0.238,0.338,0.438,0.338,0.338,0.238,0.338,1.338,0.438,0.138,0.438,0.338,0.038,1.338,0.538,0.338,0.438,1.338,0.038,0.238,0.238,0.238,0.238,0.238,0.338,0.238,0.338,0.638,0.438,1.338,0.138,0.138,0.338,0.238,0.438,0.338,0.238,0.238
1175,Treasuries,EUROBUXL, Euro Buxl - Cash,CMC,3,0.028,0.028,0.066,0.116,0.166,0.266,0.366,0.466,0.666,0.966,1.366,0.266,1.366,0.966,0.066,0.366,0.266,2.732,0.266,0.166,0.266,0.466,0.466,0.266,1.366,1.366,0.366,0.266,0.366,0.966,0.466,0.366,0.966,0.066,0.266,0.566,0.366,0.366,0.966,0.266,0.666,0.666,0.166,0.266,0.466,0.166,0.266,0.666,0.466,0.066,0.966,0.116,1.366,0.466,0.366,0.166,0.166,0.366,0.466,0.266,0.366,0.266,0.366,0.366,0.266,0.366,1.366,0.466,0.166,0.466,0.366,0.066,1.366,0.566,0.366,0.466,1.366,0.066,0.266,0.266,0.266,0.266,0.266,0.366,0.266,0.366,0.666,0.466,1.366,0.166,0.166,0.366,0.266,0.466,0.366,0.266,0.266
1176,Treasuries,EUROBUXL_SEP23, Euro Buxl  - Sep  2023 Expiry : 6th Sep 2023 at 15:15 GMT,CMC,3,0.028,0.028,0.066,0.116,0.166,0.266,0.366,0.466,0.666,0.966,1.366,0.266,1.366,0.966,0.066,0.366,0.266,2.732,0.266,0.166,0.266,0.466,0.466,0.266,1.366,1.366,0.366,0.266,0.366,0.966,0.466,0.366,0.966,0.066,0.266,0.566,0.366,0.366,0.966,0.266,0.666,0.666,0.166,0.266,0.466,0.166,0.266,0.666,0.466,0.066,0.966,0.116,1.366,0.466,0.366,0.166,0.166,0.366,0.466,0.266,0.366,0.466,0.366,0.366,0.266,0.366,1.366,0.466,0.166,0.466,0.366,0.066,1.366,0.566,0.366,0.466,1.366,0.066,0.266,0.266,0.266,0.266,0.266,0.366,0.266,0.366,0.666,0.466,1.366,0.166,0.166,0.366,0.266,0.466,0.366,0.266,0.266
1177,Treasuries,EUROOAT_SEP23, Euro OAT - Sep 2023  Expiry : 6th Sep 2023 at 15:15 GMT,CMC,3,0.018,0.018,0.046,0.096,0.146,0.246,0.346,0.446,0.646,0.946,1.346,0.246,1.346,0.946,0.046,0.346,0.246,2.692,0.246,0.146,0.246,0.446,0.446,0.246,1.346,1.346,0.346,0.246,0.346,0.946,0.446,0.346,0.946,0.046,0.246,0.546,0.346,0.346,0.946,0.246,0.646,0.646,0.146,0.246,0.446,0.146,0.246,0.646,0.446,0.046,0.946,0.096,1.346,0.446,0.346,0.146,0.146,0.346,0.446,0.246,0.346,0.446,0.346,0.346,0.246,0.346,1.346,0.446,0.146,0.446,0.346,0.046,1.346,0.546,0.346,0.446,1.346,0.046,0.246,0.246,0.246,0.246,0.246,0.346,0.246,0.346,0.646,0.446,1.346,0.146,0.146,0.346,0.246,0.446,0.346,0.246,0.246
1178,Treasuries,EUROSCHATZ, Euro Schatz-Cash,CMC,3,0.007,0.007,0.024,0.074,0.124,0.224,0.324,0.424,0.624,0.924,1.324,0.224,1.324,0.924,0.024,0.324,0.224,2.648,0.224,0.124,0.224,0.424,0.424,0.224,1.324,1.324,0.324,0.224,0.324,0.924,0.424,0.324,0.924,0.024,0.224,0.524,0.324,0.324,0.924,0.224,0.624,0.624,0.124,0.224,0.424,0.124,0.224,0.624,0.424,0.024,0.924,0.074,1.324,0.424,0.324,0.124,0.124,0.324,0.424,0.224,0.324,0.424,0.324,0.324,0.224,0.324,1.324,0.424,0.124,0.424,0.324,0.024,1.324,0.524,0.324,0.424,1.324,0.024,0.224,0.224,0.224,0.224,0.224,0.324,0.224,0.324,0.624,0.424,1.324,0.124,0.124,0.324,0.224,0.424,0.324,0.224,0.224
1179,Treasuries,EUROSCHATZ_SEP23, Euro Schatz - Sep 2023 Expiry : 6th Sep 2023 at 15:15 GMT,CMC,3,0.007,0.007,0.024,0.074,0.124,0.224,0.324,0.424,0.624,0.924,1.324,0.224,1.324,0.924,0.024,0.324,0.224,2.648,0.224,0.124,0.224,0.424,0.424,0.224,1.324,1.324,0.324,0.224,0.324,0.924,0.424,0.324,0.924,0.024,0.224,0.524,0.324,0.324,0.924,0.224,0.624,0.624,0.124,0.224,0.424,0.124,0.224,0.624,0.424,0.024,0.924,0.074,1.324,0.424,0.324,0.124,0.124,0.324,0.424,0.224,0.324,0.424,0.324,0.324,0.224,0.324,1.324,0.424,0.124,0.424,0.324,0.024,1.324,0.524,0.324,0.424,1.324,0.024,0.224,0.224,0.224,0.224,0.224,0.324,0.224,0.324,0.624,0.424,1.324,0.124,0.124,0.324,0.224,0.424,0.324,0.224,0.224
1180,Treasuries,SONIA3MTH, SONIA 3 mnth-Cash,CMC,3,0.013,0.013,0.036,0.086,0.136,0.236,0.336,0.436,0.636,0.936,1.336,0.236,1.336,0.936,0.036,0.336,0.236,2.672,0.236,0.136,0.236,0.436,0.436,0.236,1.336,1.336,0.336,0.236,0.336,0.936,0.436,0.336,0.936,0.036,0.236,0.536,0.336,0.336,0.936,0.236,0.636,0.636,0.136,0.236,0.436,0.136,0.236,0.636,0.436,0.036,0.936,0.086,1.336,0.436,0.336,0.136,0.136,0.336,0.436,0.236,0.336,0.436,0.336,0.336,0.236,0.336,1.336,0.436,0.136,0.436,0.336,0.036,1.336,0.536,0.336,0.436,1.336,0.036,0.236,0.236,0.236,0.236,0.236,0.336,0.236,0.336,0.636,0.436,1.336,0.136,0.136,0.336,0.236,0.436,0.336,0.236,0.236
1181,Treasuries,SONIA3MTH_JUN23, SONIA 3 Month Jun 2023 Expiry : 18th Sep 2023 at 15:15 GMT,CMC,3,0.015,0.015,0.04,0.09,0.14,0.24,0.34,0.44,0.64,0.94,1.34,0.24,1.34,0.94,0.04,0.34,0.24,2.68,0.24,0.14,0.24,0.44,0.44,0.24,1.34,1.34,0.34,0.24,0.34,0.94,0.44,0.34,0.94,0.04,0.24,0.54,0.34,0.34,0.94,0.24,0.64,0.64,0.14,0.24,0.44,0.14,0.24,0.64,0.44,0.04,0.94,0.09,1.34,0.44,0.34,0.14,0.14,0.34,0.44,0.24,0.34,0.44,0.34,0.34,0.24,0.34,1.34,0.44,0.14,0.44,0.34,0.04,1.34,0.54,0.34,0.44,1.34,0.04,0.24,0.24,0.24,0.24,0.24,0.34,0.24,0.34,0.64,0.44,1.34,0.14,0.14,0.34,0.24,0.44,0.34,0.24,0.24
1182,Treasuries,TBONDULTRA_SEP23, US T-Bond Ultra Sep 2023 Expiry: 30th Aug 2023 at 19:00 GMT,CMC,3,0.03,0.03,0.07,0.12,0.17,0.27,0.37,0.47,0.67,0.63,1.37,0.27,1.37,0.63,0.07,0.37,0.27,2.74,0.27,0.17,0.27,0.47,0.47,0.27,1.37,1.37,0.37,0.27,0.37,0.63,0.47,0.37,0.63,0.07,0.27,0.23,0.37,0.37,0.63,0.27,0.67,0.67,0.17,0.27,0.47,0.17,0.27,0.67,0.47,0.07,0.63,0.12,1.37,0.47,0.37,0.17,0.17,0.37,0.47,0.27,0.37,0.47,0.37,0.37,0.27,0.37,1.37,0.47,0.17,0.47,0.37,0.07,1.37,0.23,0.37,0.47,1.37,0.07,0.27,0.27,0.27,0.27,0.27,0.37,0.27,0.37,0.67,0.47,1.37,0.17,0.17,0.37,0.27,0.47,0.37,0.27,0.27
1183,Treasuries,TNOTE10YR_SEP23, US T- Note 10YR Sep 2023 Expiry: 30th Aug 2023 at 19:00 GMT,CMC,3,0.03,0.03,0.07,0.12,0.17,0.27,0.37,0.47,0.67,0.57,1.37,0.27,1.37,0.57,0.07,0.37,0.27,2.74,0.27,0.17,0.27,0.47,0.47,0.27,1.37,1.37,0.37,0.27,0.37,0.57,0.47,0.37,0.57,0.07,0.27,0.17,0.37,0.37,0.57,0.27,0.67,0.67,0.17,0.27,0.47,0.17,0.27,0.67,0.47,0.07,0.57,0.12,1.37,0.47,0.37,0.17,0.17,0.37,0.47,0.27,0.37,0.47,0.37,0.37,0.27,0.37,1.37,0.47,0.17,0.47,0.37,0.07,1.37,0.17,0.37,0.47,1.37,0.07,0.27,0.27,0.27,0.27,0.27,0.37,0.27,0.37,0.67,0.47,1.37,0.17,0.17,0.37,0.27,0.47,0.37,0.27,0.27
1184,Treasuries,TNOTE2YR_CASH, US T-Note 2 YR - Cash,CMC,3,0.01,0.01,0.03,0.08,0.13,0.23,0.33,0.43,0.53,0.63,1.13,0.23,1.13,0.63,0.03,0.33,0.23,2.26,0.23,0.13,0.23,0.43,0.43,0.23,1.13,1.13,0.33,0.23,0.33,0.63,0.43,0.33,0.63,0.03,0.23,0.23,0.33,0.33,0.63,0.23,0.53,0.53,0.13,0.23,0.43,0.13,0.23,0.53,0.43,0.03,0.63,0.08,1.13,0.43,0.33,0.13,0.13,0.33,0.43,0.23,0.33,0.43,0.33,0.33,0.23,0.33,1.13,0.43,0.13,0.43,0.33,0.03,1.13,0.23,0.33,0.43,1.13,0.03,0.23,0.23,0.23,0.23,0.23,0.33,0.23,0.33,0.53,0.43,1.13,0.13,0.13,0.33,0.23,0.43,0.33,0.23,0.23
1185,Treasuries,TNOTE2YR_SEP23, US T-Note 2 YR Sep 2023 Expiry: 30 Aug 2023 at 19:00 GMT,CMC,3,0.013,0.013,0.033,0.088,0.133,0.233,0.333,0.433,0.533,0.633,1.133,0.233,1.133,0.633,0.033,0.333,0.233,2.266,0.233,0.133,0.233,0.433,0.433,0.233,1.133,1.133,0.333,0.233,0.333,0.633,0.433,0.333,0.633,0.033,0.233,0.233,0.333,0.333,0.633,0.233,0.533,0.533,0.133,0.233,0.433,0.133,0.233,0.533,0.433,0.033,0.633,0.088,1.133,0.433,0.333,0.133,0.133,0.333,0.433,0.233,0.333,0.433,0.333,0.333,0.233,0.333,1.133,0.433,0.133,0.433,0.333,0.033,1.133,0.233,0.333,0.433,1.133,0.033,0.233,0.233,0.233,0.233,0.233,0.333,0.233,0.333,0.533,0.433,1.133,0.133,0.133,0.333,0.233,0.433,0.333,0.233,0.233
1186,Treasuries,TNOTE5YR_CASH, US T-Note 5 YR - Cash,CMC,3,0.01,0.01,0.03,0.08,0.13,0.23,0.33,0.43,0.53,0.63,1.13,0.23,1.13,0.63,0.03,0.33,0.23,2.26,0.23,0.13,0.23,0.43,0.43,0.23,1.13,1.13,0.33,0.23,0.33,0.63,0.43,0.33,0.63,0.03,0.23,0.23,0.33,0.33,0.63,0.23,0.53,0.53,0.13,0.23,0.43,0.13,0.23,0.53,0.43,0.03,0.63,0.08,1.13,0.43,0.33,0.13,0.13,0.33,0.43,0.23,0.33,0.43,0.33,0.33,0.23,0.33,1.13,0.43,0.13,0.43,0.33,0.03,1.13,0.23,0.33,0.43,1.13,0.03,0.23,0.23,0.23,0.23,0.23,0.33,0.23,0.33,0.53,0.43,1.13,0.13,0.13,0.33,0.23,0.43,0.33,0.23,0.23
1187,Treasuries,TNOTE5YR_SEP23, US T-Note 5 YR - Sep 2023 Expiry: 30 Aug 2023 at 19:00 GMT,CMC,3,0.013,0.013,0.033,0.088,0.133,0.233,0.333,0.433,0.533,0.633,1.133,0.233,1.133,0.633,0.033,0.333,0.233,2.266,0.233,0.133,0.233,0.433,0.433,0.233,1.133,1.133,0.333,0.233,0.333,0.633,0.433,0.333,0.633,0.033,0.233,0.233,0.333,0.333,0.633,0.233,0.533,0.533,0.133,0.233,0.433,0.133,0.233,0.533,0.433,0.033,0.633,0.088,1.133,0.433,0.333,0.133,0.133,0.333,0.433,0.233,0.333,0.433,0.333,0.333,0.233,0.333,1.133,0.433,0.133,0.433,0.333,0.033,1.133,0.233,0.333,0.433,1.133,0.033,0.233,0.233,0.233,0.233,0.233,0.333,0.233,0.333,0.533,0.433,1.133,0.133,0.133,0.333,0.233,0.433,0.333,0.233,0.233
1188,Treasuries,UKGILT, UK Giit - Cash,CMC,3,0.014,0.014,0.038,0.088,0.138,0.238,0.338,0.438,0.638,0.938,1.338,0.238,1.338,0.938,0.038,0.338,0.238,2.676,0.238,0.138,0.238,0.438,0.438,0.238,1.338,1.338,0.338,0.238,0.338,0.938,0.438,0.338,0.938,0.038,0.238,0.538,0.338,0.338,0.938,0.238,0.638,0.638,0.138,0.238,0.438,0.138,0.238,0.638,0.438,0.038,0.938,0.088,1.338,0.438,0.338,0.138,0.138,0.338,0.438,0.238,0.338,0.438,0.338,0.338,0.238,0.338,1.338,0.438,0.138,0.438,0.338,0.038,1.338,0.538,0.338,0.438,1.338,0.038,0.238,0.238,0.238,0.238,0.238,0.338,0.238,0.338,0.638,0.438,1.338,0.138,0.138,0.338,0.238,0.438,0.338,0.238,0.238
1189,Treasuries,UKGILT_SEP23, UK Gilt - Sep 2023 Expiry : 29th Aug 2023 at 15:15 GMT,CMC,3,0.014,0.014,0.038,0.088,0.138,0.238,0.338,0.438,0.638,0.938,1.338,0.238,1.338,0.938,0.038,0.338,0.238,2.676,0.238,0.138,0.238,0.438,0.438,0.238,1.338,1.338,0.338,0.238,0.338,0.938,0.438,0.338,0.938,0.038,0.238,0.538,0.338,0.338,0.938,0.238,0.638,0.638,0.138,0.238,0.438,0.138,0.238,0.638,0.438,0.038,0.938,0.088,1.338,0.438,0.338,0.138,0.138,0.338,0.438,0.238,0.338,0.438,0.338,0.338,0.238,0.338,1.338,0.438,0.138,0.438,0.338,0.038,1.338,0.538,0.338,0.438,1.338,0.038,0.238,0.238,0.238,0.238,0.238,0.338,0.238,0.338,0.638,0.438,1.338,0.138,0.138,0.338,0.238,0.438,0.338,0.238,0.238
1190,Treasuries,USTBOND_CASH, US T-Bond - Cash,CMC,3,0.021,0.021,0.056,0.106,0.156,0.256,0.356,0.456,0.556,0.656,0.956,0.256,0.956,0.656,0.056,0.356,0.256,1.912,0.256,0.156,0.256,0.456,0.456,0.256,0.956,0.956,0.356,0.256,0.356,0.656,0.456,0.356,0.656,0.056,0.256,0.256,0.356,0.356,0.656,0.256,0.556,0.556,0.156,0.256,0.456,0.156,0.256,0.556,0.456,0.056,0.656,0.106,0.956,0.456,0.356,0.156,0.156,0.356,0.456,0.256,0.356,0.456,0.356,0.356,0.256,0.356,0.956,0.456,0.156,0.456,0.356,0.056,0.956,0.256,0.356,0.456,0.956,0.056,0.256,0.256,0.256,0.256,0.256,0.356,0.256,0.356,0.556,0.456,0.956,0.156,0.156,0.356,0.256,0.456,0.356,0.256,0.256
1191,Treasuries,USTBOND_SEP23, US T-Bond Sep 2023 Expiry: 30 Aug 2023 at 19:00 GMT,CMC,3,0.03,0.03,0.07,0.12,0.17,0.27,0.37,0.47,0.57,0.67,1.17,0.27,1.17,0.67,0.07,0.37,0.27,2.34,0.27,0.17,0.27,0.47,0.47,0.27,1.17,1.17,0.37,0.27,0.37,0.67,0.47,0.37,0.67,0.07,0.27,0.27,0.37,0.37,0.67,0.27,0.57,0.57,0.17,0.27,0.47,0.17,0.27,0.57,0.47,0.07,0.67,0.12,1.17,0.47,0.37,0.17,0.17,0.37,0.47,0.27,0.37,0.47,0.37,0.37,0.27,0.37,1.17,0.47,0.17,0.47,0.37,0.07,1.17,0.27,0.37,0.47,1.17,0.07,0.27,0.27,0.27,0.27,0.27,0.37,0.27,0.37,0.57,0.47,1.17,0.17,0.17,0.37,0.27,0.47,0.37,0.27,0.27
1192,CurrencyIndex,DOLIDX_JUN23, US Dollar Index - June 2023 Expiry : 16th Jun 2023 at 14:16,CMC,3,0.035,0.03,0.035,0.045,0.05,0.05,0.06,0.07,0.1,0.11,0.17,0.05,0.17,0.11,0.035,0.06,0.05,0.34,0.05,0.05,0.05,0.07,0.07,0.05,0.17,0.17,0.06,0.05,0.06,0.11,0.07,0.06,0.11,0.035,0.05,0.11,0.06,0.06,0.11,0.05,0.1,0.1,0.05,0.05,0.07,0.05,0.05,0.1,0.07,0.035,0.11,0.045,0.17,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.07,0.06,0.06,0.05,0.06,0.17,0.07,0.05,0.07,0.06,0.035,0.17,0.05,0.06,0.07,0.17,0.035,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.1,0.07,0.17,0.05,0.05,0.06,0.05,0.07,0.06,0.05,0.05
1193,CurrencyIndex,DOLIDX_SEP23, US Dollar Index - Sep 2023 Expiry : 18th Sep 2023 at 14:16 GMT,CMC,3,0.035,0.03,0.035,0.045,0.05,0.05,0.06,0.07,0.1,0.11,0.17,0.05,0.17,0.11,0.035,0.06,0.05,0.34,0.05,0.05,0.05,0.07,0.07,0.05,0.17,0.17,0.06,0.05,0.06,0.11,0.07,0.06,0.11,0.035,0.05,0.11,0.06,0.06,0.11,0.05,0.1,0.1,0.05,0.05,0.07,0.05,0.05,0.1,0.07,0.035,0.11,0.045,0.17,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.07,0.06,0.06,0.05,0.06,0.17,0.07,0.05,0.07,0.06,0.035,0.17,0.05,0.06,0.07,0.17,0.035,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.1,0.07,0.17,0.05,0.05,0.06,0.05,0.07,0.06,0.05,0.05
1194,IndexFuture,DAX40_SEP23, Germany 40 - Sep 2023 Expiry: 15 Sep 2023 at 10:45 GMT,CMC,1,2.2,1.4,2.2,2.8,3.8,4.8,6.1,7.5,8.8,13.8,15.7,4.8,15.7,13.8,2.2,6.1,4.8,31.4,4.8,3.8,4.8,7.5,7.5,4.8,15.7,15.7,6.1,4.8,6.1,13.8,7.5,6.1,13.8,2.2,4.8,13.8,6.1,6.1,13.8,4.8,8.8,8.8,3.8,4.8,7.5,3.8,4.8,8.8,7.5,2.2,13.8,2.8,15.7,7.5,6.1,3.8,3.8,6.1,7.5,4.8,6.1,7.5,6.1,6.1,4.8,6.1,15.7,7.5,3.8,7.5,6.1,2.2,15.7,4.8,6.1,7.5,15.7,2.2,4.8,4.8,4.8,4.8,4.8,6.1,4.8,6.1,8.8,7.5,15.7,3.8,3.8,6.1,4.8,7.5,6.1,4.8,4.8
1195,IndexFuture,EURO50_SEP23, Euro 50 - Sep 2023 Expiry: 15 Sep 2023 at 09:00 GMT,CMC,1,2.4,1.4,2.4,2.8,3.8,4.8,6.1,7.5,8.8,11.8,15.8,4.8,15.8,11.8,2.4,6.1,4.8,31.6,4.8,3.8,4.8,7.5,7.5,4.8,15.8,15.8,6.1,4.8,6.1,11.8,7.5,6.1,11.8,2.4,4.8,11.8,6.1,6.1,11.8,4.8,8.8,8.8,3.8,4.8,7.5,3.8,4.8,8.8,7.5,2.4,11.8,2.8,15.8,7.5,6.1,3.8,3.8,6.1,7.5,4.8,6.1,7.5,6.1,6.1,4.8,6.1,15.8,7.5,3.8,7.5,6.1,2.4,15.8,4.8,6.1,7.5,15.8,2.4,4.8,4.8,4.8,4.8,4.8,6.1,4.8,6.1,8.8,7.5,15.8,3.8,3.8,6.1,4.8,7.5,6.1,4.8,4.8
1196,IndexFuture,FRANCE40_AUG23, France 40 - Aug 2023 Expiry: 18th Aug 2023 at 13:00 GMT,CMC,1,2.2,1.4,2.2,2.8,3.8,4.8,6.1,7.5,8.8,13.8,16.8,4.8,16.8,13.8,2.2,6.1,4.8,33.6,4.8,3.8,4.8,7.5,7.5,4.8,16.8,16.8,6.1,4.8,6.1,13.8,7.5,6.1,13.8,2.2,4.8,13.8,6.1,6.1,13.8,4.8,8.8,8.8,3.8,4.8,7.5,3.8,4.8,8.8,7.5,2.2,13.8,2.8,16.8,7.5,6.1,3.8,3.8,6.1,7.5,4.8,6.1,7.5,6.1,6.1,4.8,6.1,16.8,7.5,3.8,7.5,6.1,2.2,16.8,4.8,6.1,7.5,16.8,2.2,4.8,4.8,4.8,4.8,4.8,6.1,4.8,6.1,8.8,7.5,16.8,3.8,3.8,6.1,4.8,7.5,6.1,4.8,4.8
1197,IndexFuture,FRANCE40_JUL23, France 40 - July 2023 Expiry: 21 Jul 2023 at 13:00 GMT,CMC,1,2.2,1.4,2.2,2.8,3.8,4.8,6.1,7.5,8.8,13.8,16.8,4.8,16.8,13.8,2.2,6.1,4.8,33.6,4.8,3.8,4.8,7.5,7.5,4.8,16.8,16.8,6.1,4.8,6.1,13.8,7.5,6.1,13.8,2.2,4.8,13.8,6.1,6.1,13.8,4.8,8.8,8.8,3.8,4.8,7.5,3.8,4.8,8.8,7.5,2.2,13.8,2.8,16.8,7.5,6.1,3.8,3.8,6.1,7.5,4.8,6.1,7.5,6.1,6.1,4.8,6.1,16.8,7.5,3.8,7.5,6.1,2.2,16.8,4.8,6.1,7.5,16.8,2.2,4.8,4.8,4.8,4.8,4.8,6.1,4.8,6.1,8.8,7.5,16.8,3.8,3.8,6.1,4.8,7.5,6.1,4.8,4.8
1198,IndexFuture,NDX_SEP23, US NDAQ 100 - Sep 2023 Expiry: 15 Sep 2023 at 12:00 GMT,CMC,2,2.6,1.4,2.6,3.2,4.1,5.1,6.1,7.4,8.5,12.4,16.4,5.1,16.4,12.4,2.6,6.1,5.1,32.8,5.1,4.1,5.1,7.4,7.4,5.1,16.4,16.4,6.1,5.1,6.1,12.4,7.4,6.1,12.4,2.6,5.1,12.4,6.1,6.1,12.4,5.1,8.5,8.5,4.1,5.1,7.4,4.1,5.1,8.5,7.4,2.6,12.4,3.2,16.4,7.4,6.1,4.1,4.1,6.1,7.4,5.1,6.1,7.4,6.1,6.1,5.1,6.1,16.4,7.4,4.1,7.4,6.1,2.6,16.4,5.1,6.1,7.4,16.4,2.6,5.1,5.1,5.1,5.1,5.1,6.1,5.1,6.1,8.5,7.4,16.4,4.1,2,6.1,5.1,7.4,6.1,5.1,5.1
1199,IndexFuture,NT25_AUG23, Netherlands 25 - Aug 2023 Expiry: 18th Aug 2023 at 13:00 GMT,CMC,2,0.68,0.21,0.68,1.1,1.8,2.4,3.4,5.4,6.6,7.9,11.2,2.4,11.2,7.9,0.68,3.4,2.4,22.4,2.4,1.8,2.4,5.4,5.4,2.4,11.2,11.2,3.4,2.4,3.4,7.9,5.4,3.4,7.9,0.68,2.4,7.9,3.4,3.4,7.9,2.4,6.6,6.6,1.8,2.4,5.4,1.8,2.4,6.6,5.4,0.68,7.9,1.1,11.2,5.4,3.4,1.8,1.8,3.4,5.4,2.4,3.4,5.4,3.4,3.4,2.4,3.4,11.2,5.4,1.8,5.4,3.4,0.68,11.2,2.4,3.4,5.4,11.2,0.68,2.4,2.4,2.4,2.4,2.4,3.4,2.4,3.4,6.6,5.4,11.2,1.8,1.8,3.4,2.4,5.4,3.4,2.4,2.4
1200,IndexFuture,NT25_JUL23, Netherlands 25 - July 2023 Expiry: 21 Jul 2023 at 13:00 GMT,CMC,2,0.68,0.21,0.68,1.1,1.8,2.4,3.4,5.4,6.6,7.9,11.2,2.4,11.2,7.9,0.68,3.4,2.4,22.4,2.4,1.8,2.4,5.4,5.4,2.4,11.2,11.2,3.4,2.4,3.4,7.9,5.4,3.4,7.9,0.68,2.4,7.9,3.4,3.4,7.9,2.4,6.6,6.6,1.8,2.4,5.4,1.8,2.4,6.6,5.4,0.68,7.9,1.1,11.2,5.4,3.4,1.8,1.8,3.4,5.4,2.4,3.4,5.4,3.4,3.4,2.4,3.4,11.2,5.4,1.8,5.4,3.4,0.68,11.2,2.4,3.4,5.4,11.2,0.68,2.4,2.4,2.4,2.4,2.4,3.4,2.4,3.4,6.6,5.4,11.2,1.8,1.8,3.4,2.4,5.4,3.4,2.4,2.4
1201,IndexFuture,SPN35_AUG23, Spain 35 - Aug  2023 Expiry : 18th Aug 2023 at 14:00 GMT,CMC,1,5.7,4.9,5.7,6.7,8.7,9.7,10.7,11.7,12.7,13.7,18.8,9.7,18.8,13.7,5.7,10.7,9.7,37.6,9.7,8.7,9.7,11.7,11.7,9.7,18.8,18.8,10.7,9.7,10.7,13.7,11.7,10.7,13.7,5.7,9.7,13.7,10.7,10.7,13.7,9.7,12.7,12.7,8.7,9.7,11.7,8.7,9.7,12.7,11.7,5.7,13.7,6.7,18.8,11.7,10.7,8.7,8.7,10.7,11.7,9.7,10.7,11.7,10.7,10.7,9.7,10.7,18.8,11.7,8.7,11.7,10.7,5.7,18.8,9.7,10.7,11.7,18.8,5.7,9.7,9.7,9.7,9.7,9.7,10.7,9.7,10.7,12.7,11.7,18.8,8.7,8.7,10.7,9.7,11.7,10.7,9.7,9.7
